reviewId,content,score
53145dc0-a3fe-418d-9393-a1429c7f1834,Blot warehouse,3
17a4f5a0-de9c-4343-b93e-16112a3aa6ba,Well for what it is needed for. Would like more recommended tracks to the genre to the artist in playing. Techno til I die...,4
330053ac-9b56-4111-9509-0d3cebce0480,good,5
082f5a8d-de84-421c-9b0b-add469752915,Volume is unstable. What's the solution to this issue,3
450ac0f4-531e-4765-becd-4fb02362cbdd,Permission unconcerned this,5
c14a3c15-2f6c-4a62-8331-6333fd207924,Too much ads let us listen music in peace dude!!,4
39de88d7-9661-4f00-be05-ea706bfbbcf5,You know the answer,5
a1313b88-04ea-435a-96c0-966db9bc54c4,Invoice header: *** Inc.,1
93023243-3b57-4b27-aa3e-3f8e14185687,Worst app,1
e3765bbf-3c51-4344-bccc-8917475ec946,Excellent music choices and long playlists,5
dd043034-0b8e-44c6-a21f-464a7f65e218,Undeniably the number 1 music streaming app in the world.,5
9ea3fc80-59e4-4e00-a653-7062e48ddc24,Music is how I deal with emotions most of the time and Spotify has been the only app among other apps that really provided everything I needed in terms of music.,5
d0697180-dca9-444d-b57d-eb039a6a6c1e,Spotify is so awesome ❤️❤️❤️❤️,5
0625a5c7-5b65-4bd6-86dc-989f291069cb,It takes up a large amount of space on the phone and consumes a lot of internet 😟😥,2
91920a5c-a897-480d-9b67-fc51b3de71ac,"I like it a lot, and I practically use it everyday. But there's a small problem... I don't pay for premium (yet), but I have downloads, episodes and stuff that I can listen to offline that DONT EVEN WORK. Since I domt pay for premium, I get 6 or 5 skips a hour or day, and I can't choose the downloads because of it. If you are able to fix this so I can listen to my episodes and offline music, then I can finally listen to music in peace! :3",2
008d5383-76f4-44d8-b016-be72afe46158,Very nice App,5
3665c6b7-2a62-4a1d-b8d8-de8da3f96859,super,5
0bcc2826-ab48-4b72-b29f-1a9d3293b55d,Enjoying,5
3badd17d-d682-45be-8b57-fd2041639f29,the best app ever altho i wish they can meke it more look astetic,4
498fb53b-efa9-4f74-bb99-013f3eeda066,😌😌,3
5988205f-894f-41d8-93b7-38080a93f519,"Fantastic experience. I recommend this music app, you won't regret it.",5
ddaf2cc0-c86d-4eb1-bd8c-4c368bf992ab,This app is amazing. If you dont have premium it might be a bit unhelpful but if you have premium then spotify is #1 apps to use for music,5
7eb4c1fa-63a1-4142-aa6d-4e7451601554,The shuffle order is always the same. Fix this already. It's been years.,1
7653a5ea-3c0f-426e-91ae-024082131fdc,Everyone i wanna play an album it just goes on shuffle mode it's annoying,2
9e5f393d-1fc0-40a1-99b1-180649961258,Great app,3
ef8a02d5-ead9-4314-b761-ca227eca3cf0,Very super duper musician and please remove premium,5
a9165185-05e5-4d71-a2d9-a7f7424987c8,The best music I have ever listened to I found on Spotify,5
31838bbc-c68f-4d5d-ab9f-242ffb9b0957,Very bad experience,1
0d40d7be-212f-48d9-8397-ad9d4f0ba666,Good app,5
46802e10-5798-4894-aa3a-de4fa314a803,I am using this app for 3-4 yrs and i love the simplicity of the app which no other app provides as good as it does.,5
e14b734a-7952-471c-bf0e-97af7d658734,😡😡,1
60b26a61-14c1-40bf-b8f2-4c2abb8175c5,Great app for music.But there is one big BIG problem with spotify free after the ads it says that enjoy 30 minutes of uninterrupted listening but why do I get ads 2mins after the last one,3
d8e9b2a6-a67b-45d8-ad2e-2a7f38a4598a,How many damn updates is needed in a week????way too many damn updates!!!!😡🤬,1
fad7de9f-bc86-4b49-9211-deaa686b24df,Worst app,1
1508f65e-871a-4c79-804e-86107fb12fff,Splendid,5
86ebca5a-59e1-4c6d-b254-d0de84570c43,Too many ads!! So annoying app,1
abc8c162-eb82-48a8-a4ca-2b458a849f7f,👍🏼👍🏼,5
6528e7d5-2597-4478-8dbf-80075e394068,Es buena en su versión premium,5
4041d0e8-1087-4c59-a926-a4eb0ba57c2f,Bro why can't we check the blend percentage again wth wht did they remove it,2
db8ccd99-7981-452d-ace8-c3d959f88f02,"Spotify was already fantastic, but the daylist just made it even greater😭💯 Now I don't have to search for songs that match my style, and they're now just in one playlists everyday",5
51657301-2e16-45d8-96c3-190cb0b223da,Best music 🤗,5
a4ebdd7b-57be-4910-aedb-8599cadb373e,love it,5
3d538028-0c9a-4302-9caf-2e400a2c092f,Yeaah,4
04653ca5-5ac5-42e9-b17a-9e4fb2dd4c5f,Very expensive,1
4c37783a-71d5-4c2e-b886-67445280213c,"Hello, it's a very good app, however, there is an error when I'm part of a Jam, anytime I include any song in the queue, my current playing song restarts, but only for me. All the other jam members keep listening without any change. Where can I report that bug?",4
0aaef16e-4e2c-4807-8b0e-b54a97c38981,"Just keeps getting worse. Crashes, ui freezing that leads to miss-clicks and erased queues, bluetooth malfunctions, the list is long with low-quality code design. The UI is just trash at this point so laggy, and the multiple device features are as bad as it gets, a 90s computer has a better feel to it than this app now.",1
8ff4f736-a181-4311-bd42-fc5995aa7cda,good apps with the updated song to love,5
45b14986-1c8c-4282-b3ec-7d268002c0c9,Good,5
3286601e-978f-48e2-bdfc-c9f900eb43f1,I want to give 0 Star for this app,1
cb7d2beb-843e-47a6-ae48-3637c16e3f7a,why does it suk so much?,1
d49a33ef-eab4-4259-919a-1be90f38d0d7,Nice!,4
b95dbf59-8fb6-4182-a3db-144faf6f8164,Superb! Very convenient to use,5
d877df48-3d88-4cd2-8656-9183cb7b529a,Awful,1
4cd71565-3f0f-49ad-8882-ae6320e77b10,"Brilliant!!!! l buy vinyl of stuff i like but can do so much with this app like find new music, gigs of my favourite bands and Podcasts. I use it daily. Keep up the good work.",5
e09f8bc2-a676-4285-9e74-2bb396b5a246,No audiobooks in Europe. Will update review once it will be available here too.,1
9669521c-bfcb-436e-97ff-d817e145499f,Exceptional service great playlist. Simply love it.,5
f7852909-4347-469c-b7d0-1630b90ee589,Very good,4
1e21330b-7073-47c5-adcf-1e529396de83,My drem app,5
6247efb3-5a06-4dae-b52a-e59bcabe688d,It's my reliance as far as music is concerned,5
00695732-7e8f-4100-a377-9b047eff14ae,Wonderful app. Love it!!,5
74966a3c-292e-4e93-a901-faacd33a188e,Excellent,5
21d6bcaf-30e3-4895-8f5e-74f2db72b71f,Nice,5
1d27c97d-45e7-4e9d-a7ea-200c8cf6bc4a,Great app,5
e8da11d4-19b2-40c4-8713-34068e74081e,No music app it's ad app😔,1
cd5ffc75-899d-4276-b49d-a03b996c9de2,so for so good,5
1c1e3959-dd4a-49d5-b864-f3e9c8effdc1,Good. First time using Spotify,5
147645af-de82-4786-9722-5abf787149b8,Nice 👍,5
ffbe86aa-9f26-49cd-afed-7999fba0f7c1,this is best music app,2
ed171b01-e4ad-4a0e-9c07-0bf512e87542,Too many adds,3
765f7415-c66f-4b07-8cee-fb7e108d4b51,Awesome 👌,5
ab3a482e-e331-4158-8bb1-8c121b44d167,"i think the artists should get better compensation, and treat the people who can't afford a subscription better",2
53444baa-d42f-433c-b91d-eef9105a1789,You help us,5
8d2c4865-0fec-4b83-8018-dc2948628250,Super app,5
52f8b605-a0d5-41ee-8c95-eb992bc9a0b0,Best ever,5
857f6cf4-71f1-4715-8ed1-19e309b4ca0e,แค่กดเล่นเพลง ต้องเติมพรี่เมี่ยม แย่ ๆ,1
92498702-e324-4210-8f53-5ee169e39a67,👍🍾🌬️💯,3
d20214d2-24fe-41ff-b6a3-431949ea8c7b,Not able to update,1
010780c1-0e26-47bc-8a87-34cecfb53b04,"They doesn't control the volume of advertisements, some of them much much louder then the music.. Very damaging for ears, because it happens suddenly. You are enjoying music, and then - BAM - you feel pain. Didn't encounter this problem in other countries, but in Germany it happens regularly. And no button to replace those advertisements with others. I'm really disappointed and probably will stop using the app as soon as I find a replacement without this painful stuff.",2
0f7df9a2-bd7a-4a89-b0d6-e7229d312a3b,Music on demand,5
cf2321e1-9b07-4051-9e70-627fb77eda71,I like the app first n I'm using this app for years but now for Playing random song it ask for premium...I just don't like the app now,1
e2c9c857-74da-4bf8-8d90-b95f6a132bc9,"I used to love this app, but now it keeps stopping and resetting the current song back to the beginning. So annoying.",1
444c53c4-b360-469e-8cf0-6b31c52ebeee,"This app is making itself into a joke. Every single song is followed by a kamala Harris commercial. It's comepletely obnoxious and if this company is stupid enough to take that kinda political stand, I genuinely hope you go out of business. If it's not a political stand, fix your broken app that keeps playing the same trash commercial. If it continues I will delete this app and find better.",1
941f6460-317a-4338-af87-bc71995494b4,I love Spotify but recently wt... what i want to listen is my choice the premium plan advertisement telling what i choose needs to play next select premium..are you kidding i better uninstall now...my favourite app i use everybody is this one but...still,4
37cd9988-4f0a-4224-9228-27c6324267e2,"Legend 🗿use Spotify premium mod apk , it's better than this ,"" spottyfi 🤡""",1
9d07a706-747b-416e-94c1-e0fda1e12bd4,Awesome,5
970f0e8f-65a4-4d26-ab8e-a3eb8790d068,"It lets you ""follow"" a podcast but it does not show the new drops for those followed podcasts. You can not make a playlist of podcasts you follow but it keeps showing the podcasts you do not follow, because you listened to it a long time ago. New episodes of podcasts you want to hear every day, like morning news, don't even show in the app unless you conduct a search for it, even if it says you are following it.",2
5687d2a7-8146-48cd-b1e7-c6c36eb093a5,Good music app..,5
3a57f9fa-437e-4544-9ffb-d6bfa87a6019,Awesome,5
a1527c8e-d0e8-48fc-9990-c69a29ec4594,Best music app ever... Definitely worth the pay!,5
6a68ce2d-9ff0-46fa-889e-c34b8953dc85,Too much adds,3
793250cd-e3ea-49cb-8ea0-d8cf6addbb4b,This app crrator is a beggar!!!! 1 star!,1
467e4190-fbf0-44eb-97ba-812da9ca224a,I can't play any song's in this app pls help me im wasting my money if i can't use it,1
1e485562-363b-4abf-8d04-a0a62f659b20,"Music selection is good, and I enjoy the suggested playlists, but that GAIN commercial. Ugh. I left Pandora to get away from that sexual deviant gain spokesman, and no matter how many times I thumbs down the ad as offensive, it keeps popping up. Totally ruins the experience.",3
5cabb731-1743-4c35-b915-4bb6f87d6dc2,Wonderful,5
fcf04e7e-8ba2-4864-a060-23c0c1c33b40,"Too much ads and a lil bit of inconvenience in the app but apart from that, it's an amazing app",4
9bf418bf-c843-4e8a-8da4-9b025f2a7952,Àa,3
a571b428-bdc1-4b4e-aefa-c9766f252a5a,how can i cancel my payment plan?,1
41f7503a-dc9c-4715-bf78-c95ea1ec1b04,To much advertisement,1
2a4de678-6803-46bd-bfd9-62a0b70ec1c0,I love this app,5
d899cb55-f48b-4b6c-a5ec-68adb93bf615,Excellent,5
e82911d8-0e4d-4f58-8aa6-d58251064378,Smooth and swift to response.,5
fa2f88c4-1e4d-4b06-adfb-d1d4a28edf2b,So nice,5
ef76407a-b327-4a25-aa2c-b77d296f0f3d,استمتع فعلات,5
8d69db95-3fe8-4382-a499-35a7c2a64c7c,Awesome,5
68d3a827-6478-40b4-b9bd-ebe675758abb,I have been listening music for 2 years in this app but they update it so horribly,1
55034619-58e0-47c3-aee6-d77e4b54342e,Awesome app,5
fdd330fd-51b5-4a1e-9e16-21357c80d339,I personally love this app I listen to it every day going to school or playing Roblox,5
42b2407a-592a-451e-9623-84cd038460db,We all like Spotify,4
6f1e5a84-3aac-46e5-964e-f5b7a55631bb,"This was the best music app ever ""WAS"". The new app updates just removed the basic features of the music app, almost everything requires premium now. I've been using it for more than 4 years, These new updates didn't make anything easier or better, everything seems to be useless at this point. Listening to music was perfect before, now it's just annoying coz there's literally no way of listening to songs the way we want to, deleting is the only solution if this doesn't change.",5
3e19bd98-4e87-4858-b2bc-a95b988cb9d3,Can't pick from my liked songs screw you guy,1
65cc9d0a-2170-4748-a34e-1b90fc862384,👌👌👍😊,4
ea22ba13-5147-4005-949f-9a2ebf404806,Satisfying,4
c902ecc2-0cb7-42c4-bb5d-ca90d75be838,Good,5
2b5758a4-aaeb-444c-b461-95eff479f240,Nice,5
8c58247c-c600-440e-b2e4-4225d3ac3a9f,Good 😌 👍🏻 but their are too much ads 😞,4
aba1ba8f-cf8c-41c5-a84d-b1d605167784,Annoying Ads 😡,1
1a249feb-5362-4a94-9490-76f1a32a1a8e,I can only listen to one song then more than one ad don't install spotify,5
740e9d17-a1de-46ed-9cdd-0d157d0f22cb,"I use Spotify almost everyday, it has my favorite songs and artists, even if your favorite artist has unrealased music you can find a episode of it. You can listen to different podcasts for free and if you have Spotify premium you can also listen to books.",5
70b1229a-c53c-4a26-a2f5-2ddefaa9ca9d,Half heaven of sound on earth.,5
aba64573-2edb-4d1a-b4da-ebcd231958d3,Going to delete For not giving normal features,1
e1d33224-e840-495b-9618-d7556cb5344c,"N̤a̤i̤s̤h̤, a̤p̤p̤",4
0f58fd73-c377-4099-b210-16565a6dbd9d,Great,5
9162abff-71d8-45cb-b583-5cecaea2906a,Super,5
008c8efc-ab5d-4448-869c-fe8d7790bcfb,Good,4
cafee60f-24ea-48ac-a465-bd67a2a4d5c5,"""enjoy the next 30 minutes of uninterrupted listening"" *every song gets a instant ad of 1 minute...*",1
afb4de75-236d-4a20-81ab-7c69f9d49583,"Good! I love Spotify, and it's much better than yt music because I can set alarms on it!⚡🌩️",4
d66e681d-1306-4a0e-a0c2-594127e0c25c,"it's honestly complete trash like if u saw on insta how many memes there are Abt ""50 ads"" being interrupted by one song and you can tell that it's not even funny anymore like why the hell do I have to hear 4 ads after listening to one song it's honestly a joke and can I say I have no idea if the new display is me just not updating the app but what the hell is that? Like I literally get upset looking at it why can't u see my songs clearly? Total joke would rate no stars if I could Pleas fix it",1
62166f3c-9960-4583-b889-712af3b86600,Good job,5
4600a2c9-ff01-4be0-a8c5-9de766a4643f,"I really love Spotify, very helpful app when in any mood, easier to find what I want to listen to , don't like the ads interapts my listening.",4
67e8b694-0194-4829-8cb9-4288630dd522,Amazing app for music but now everything is premium,2
69e56153-da35-4806-a485-cf2b705d5496,"Very annoying that if you start playing a song in your liked songs it will default to shuffle, and even if you turn off shuffle it will stop playing after that one song and not just play through your song list as the app used too, increasing the price of premium is not worth it when you keep making your app less usable and functional.",1
caf2fcac-fbce-4c85-86d0-49aadb99ec98,Great!,5
9a888e83-0ff3-4d9a-a052-ae27b0c0415a,"Quick and easy way to access playlists, very efficient search function. This is by far my favorite media app :)",5
591d78d7-4654-494a-b424-374ee1dd1345,I AM IN LOVE HELPPP,5
f7471cc8-748f-417b-bc69-584512655e00,Super good podcast app.,5
10e3c72b-6852-491a-9860-1a55815b58a1,Bad,2
a8571443-c166-475a-99c2-eac63cfcb25b,it's very good because you can hear music with your phone closed and I would give this five stars,5
649d77f1-0307-4f3a-b2f9-850e2a2728ee,I so stupid u gotta pay for everything,1
19d92052-2cd8-4abf-abed-65df90f42c69,"I liked it at first, then it started acting like the app I had left because of that reason. It wouldn't show the whole playlist, I had to buy premium to listen to a whole playlist,I only had a certain amount of skips I could use a hour.",4
2c15257f-386e-42d7-8bf9-8dde36fe94d8,Spotify is actually several stars music player. I recommend it as a 5 star application for all music lovers!!,5
06237d42-f3f4-484d-9282-4e4b28fc1a58,Worst app ever. No supporting at all. Advisors do nothing and end chats.,1
72dc69e9-e849-4ace-aa70-8c76400d1485,already purchased premium but still havent change 😤,1
bd98be58-44dd-4491-a47c-1fb89d14afe7,I like this app but theres some issues but other than that its not bad (if you have premium) I feel like you should make some features that are in premium available to non premium users like the ability to play the song you want instead of having to spend an hour listening to songs you don't want to listen to just to find that one song you want to listen to just for you to only be able to listen to it once and also get rid of ads on podcast for premium users.,4
60a2ee0a-05c6-4f09-9036-e9ef4aedfa08,The main feature I got in Spotify is we can listen the song all the time we want even of we back this app then still we can listen the song....,1
8f040b80-db46-4380-aff6-dbbf2411cb97,Wow,3
a8cc546a-c9d9-4d71-a4c7-ca43c6a2349f,Incredible,5
b09b74c2-35ea-4e46-ab92-1f4e2025ab73,"Lots of music and interesting podcasts, it's a great app to download if you want to listen to some great tunes during a road trip or studying/reviewing (my exam week is this week and I've been listening to podcasts and music while reviewing) 4/5 stars",4
f3b969fe-3ee1-4354-8cd9-6ba942aec97f,I paid twice for Spotify premium. Still cannot get it,1
eac000c2-86a0-491f-9aba-f77bdae6cfc6,So nice app 💖,5
e07016a7-0018-4cd5-b8cf-323d0fbd87f3,"What is with the political ads, bad enough I have to see them every 10 minutes on television. I don't like homala Harris, stop trying to push her on people!",2
6ffa9177-1e98-45bb-838b-b51b98846f84,"Loved it then, LOVE it more now!!",5
775f025f-3a69-4b1c-a345-74c593d0a28e,Great of all music source,5
a2f59436-d644-4efb-9a73-946fb9f791c5,Great app!,5
91035e9f-2c4c-4472-896e-6b82127cd7f7,Very Limited features....,2
653d0987-1fcb-4f70-ba13-f8b5a5ae3f6f,Nice song aap,5
aad0722b-9bf3-42b8-b4d2-90bacaf4b567,Kupal amp ninakaw pera ko,1
38607650-7e87-4b73-aa25-eef0b075019b,"Spotify keeps crashing android 14 One UI 6.1. S23 ultra. I'm paying way too much for you to make my phone almost unusable. Fix immediately or I'm cancelling my subscription, I know that may not mean much to you guys but I hope everyone gets the same issue and cancels their subscriptions.",1
77f4cf05-62bf-42c1-aa7a-5ea5101e36ed,"It sucks, glitchify!!",2
f69081b2-e94e-46c3-8897-40a7ec993474,Ek number gane bajte hai ek number👍🤘,5
5f434c30-fe86-4902-a8ca-6bca13aa7843,Can't use it with Alexa without upgrading to premium. I am not a huge music listener to make paying $10 a month worth it. Basically I didn't even use the app,5
26958134-4316-4299-9f58-cd4ac0d28295,"I decided to renew my subscription to which it never updated to give me my benefits, and when I canceled it I'm not even sure that went through since it never refunded to my account",3
bb6d06b9-1448-418b-9084-dc3a7e59bef6,It's a good app. But the issue is money,4
756d92d2-d98f-4795-b128-a4c8de609340,no one waste music app,1
b2fda6d4-ce93-40a4-8aaf-a5db902bb586,Horrible last update. Cannot add songs more than once to a playlist. Though Overall app is great . Offers more than music. Also podcasts and audio books. Supports multiple devices.,4
b8f67777-a4ec-4823-b67d-b6837d9c7c86,Too many ads,1
afd08db4-d972-4cb4-9000-825f0ec8946d,"i have to pay for literally everything, like why would i pay to play the music i want to listen to",1
7bf6ebd9-9847-44fc-bc13-dd1ced9ef7b4,Excellent,5
32bd7738-2345-48a1-93b7-5a81c061676a,"Are you Spotify people stupid or what, bro i just had to hear 4 ads in a row to listen to a song",1
fa1eb31e-cb6f-43c0-8ee6-bb7d314dbaff,I got scam form this app I buy the 1 week premium and didn't get it trash app,2
759eb01f-879f-4aa3-a02c-6d2b51bbcd5b,💖💕😘🤩,5
a3bacc95-18ea-4941-92e1-b5c330c0c01b,Good but too expensive,4
a98dd94b-f164-4117-88cf-5386c9cf0bb2,💗,5
bc9cb481-b074-4584-890a-2ed86181fe63,So gooooooood,5
4f5ec121-9ac8-4369-9e50-a1d99dbb2ba4,The songs aren't playing though I paid my premium plan,1
01fcfe7a-faaa-426d-b46d-d240ff084fea,For the price going up we should be able to have hi res audio.,3
54909d53-7ea6-463b-8159-5ff069a4d754,The premuim is broken,1
719663f2-716e-412c-812e-b3de017259f2,Maybe they could stop putting less skips because there are some songs my daughter doesn't like so like I used to love Spotify but now I think of it maybe they should change this all of us don't want to buy premium.everytime like plss,1
35f9c4f9-a107-4caa-90c3-f0485795aee9,Solo los anuncios😭🤌,4
9f448631-9973-48b9-aba3-51918c1b37a8,It's one of the best application for listening the songs I also need help because I can't get my old id from which I login in that ID there are more than 120 songs are present,5
fc24e32d-70d9-4290-ab75-33c6f4d98bc8,"It was the best app , now its not. Everything requires premium for eg if we want to listen fav part of the song , it asks for premium . And if we want to change song it requires premium too. Even the premium cost for monthly package is too high.",1
989ff2f7-8987-4751-afe2-b9132107eb67,I BOUGHT A PREMIUM STUDENT AND I GOT CHARGED FOR IT BUT IT DIDNT WORK!!!!!!!!!!!!!!!!!!!!!!!,1
9a5e98b6-7c77-4584-b1b5-496cf4b22943,Wonderful,4
904ca36c-8813-4a88-a49d-2c4b5ae966c3,best app for music and podcast with a vast catalogue.,5
19f158e5-8a05-4238-8d3c-6436688a8f03,The worst app I have seen,1
49744732-c5e5-406a-87e2-8e32aeb8045b,I like Spotify I just wish it was just a little cheaper. I understand we need to pay the artists but Pandora is like half the price.. I have so many subscriptions I need to cut back somewhere...,3
2514a2af-79e8-4cb8-b765-e2790bc4afbf,Bahut bakwaas app hai har cheej mai isai premium chaeyai agar premium nhi hai to koi song dobara nhi chalega.,1
