reviewId,content,score,cleaned_text,Sentiment,cleaned_text_tokenized,Dominant_Topic
7a7a2593-bd69-4758-bc79-235b94fca0eb,"Whenever i want to relax, i listen to quality sound and uninterrupted music from Spotify. All my favourite musicians can be found here.",5,whenever relax quality sound uninterrupted favourite musician found,Positive,"['whenever', 'relax', 'quality', 'sound', 'uninterrupted', 'favourite', 'musician', 'found']",0
1594f697-5a31-45c5-afbf-e384fdab4305,Music selection by the AI is not similar to my usual taste. The auto selection algorithms are not up to the expected standards given the status of the APP.,5,selection ai similar usual taste auto selection algorithm expected standard given status,Positive,"['selection', 'ai', 'similar', 'usual', 'taste', 'auto', 'selection', 'algorithm', 'expected', 'standard', 'given', 'status']",0
80ff1c66-e87b-405a-9bf1-0538456b2c69,I love the app and yall have all my favorite songs especially Mary on a cross and basics in behavior  thanks,5,yall favorite especially mary cross basic behavior,Positive,"['yall', 'favorite', 'especially', 'mary', 'cross', 'basic', 'behavior']",0
84c43abf-0697-48e2-8e59-d865855456ad,"Music and Podcast are great, books...not so much. Wish you could just find more books by clicking on the author of a book like you can with a music artist. Why can't you do that? I will add Spotify sync app is amazing. I can use my phone, computer , pixel watch, and Xbox to control what I'm listening at any time (volume, skip, shuffle...)",4,podcast booksnot wish could find book clicking author book artist add sync phone computer pixel watch xbox control time volume skip shuffle,Positive,"['podcast', 'booksnot', 'wish', 'could', 'find', 'book', 'clicking', 'author', 'book', 'artist', 'add', 'sync', 'phone', 'computer', 'pixel', 'watch', 'xbox', 'control', 'time', 'volume', 'skip', 'shuffle']",0
2d2dd78a-3704-44ae-9c9d-ba4cd37428a7,I've always loved and listened  to Spotify its just is easy and the selection is huge,5,loved listened easy selection huge,Positive,"['loved', 'listened', 'easy', 'selection', 'huge']",0
46895b1e-738a-4159-ac9b-1bc90c786bf3,It's the perfect music app but you literally have a limit to the songs you can pick.. I was okay with this BUT NOW THEY CHANGED IT SO THAT THERE IS A LIMIT TO LYRICS?! ARE U KIDDING ME? I will give this a 5 star if you remove the limit to to lyrics! BRING BACK THE LYRICS!!!!,5,perfect literally limit pick okay changed limit lyric u kidding give star remove limit lyric bring back lyric,Positive,"['perfect', 'literally', 'limit', 'pick', 'okay', 'changed', 'limit', 'lyric', 'u', 'kidding', 'give', 'star', 'remove', 'limit', 'lyric', 'bring', 'back', 'lyric']",0
a1754676-2ba8-495a-8993-1e54079c6e20,"Awesome app, This app reads our mind like a book. It plays similar songs according to our listens. Kudos for the team. ",4,read mind book similar according listens kudos team,Positive,"['read', 'mind', 'book', 'similar', 'according', 'listens', 'kudos', 'team']",0
a650e605-031e-4f56-86fd-4feb8804b327,"I love listening to my favourite musicians, on such an easy platform.",5,favourite musician easy platform,Positive,"['favourite', 'musician', 'easy', 'platform']",0
ce237d5e-e7c6-4b58-a72f-e299b51707c8,It's experience is good this is the best app in all music audio apps and it's best thing is it have over world songs but it has 1 problem are adds so please reacted on this ptoblem,4,experience audio apps world 1 problem add please reacted ptoblem,Positive,"['experience', 'audio', 'apps', 'world', '1', 'problem', 'add', 'please', 'reacted', 'ptoblem']",0
0bbf61c7-337f-4608-9fc7-aad536351943,Very nice app easy usability would give more than 5 starts,5,easy usability would give start,Positive,"['easy', 'usability', 'would', 'give', 'start']",0
d1a20c9f-61ac-4771-984a-2737bd8c6167,"It's good neh, but i hate when it's not responding to me or freezing , please fix it",4,neh hate responding freezing please fix,Positive,"['neh', 'hate', 'responding', 'freezing', 'please', 'fix']",0
6b2836f5-04ea-4252-8add-e15ffa8d8d36,"Same experience as other users for the past few weeks. Stuck with the Spotify logo when opening. Also tried clearing data and cache, uninstalling and re-installing. Please fix this ASAP.",5,experience user past week stuck logo opening also tried clearing data cache uninstalling reinstalling please fix asap,Positive,"['experience', 'user', 'past', 'week', 'stuck', 'logo', 'opening', 'also', 'tried', 'clearing', 'data', 'cache', 'uninstalling', 'reinstalling', 'please', 'fix', 'asap']",0
b5531d9a-2f9b-4114-ac72-642d748d8b9e,"I love how it adds music related to or similar to the artists I already listen to! It's so use friendly, I didn't think I'll EVER unsubscribe!!",5,add related similar artist already friendly didnt think ill unsubscribe,Positive,"['add', 'related', 'similar', 'artist', 'already', 'friendly', 'didnt', 'think', 'ill', 'unsubscribe']",0
94767883-2783-4035-8818-2ff55ac537fe,It's pretty good I would recommend it over Pandora,5,pretty would recommend pandora,Positive,"['pretty', 'would', 'recommend', 'pandora']",0
a8a3fd3b-700f-4bd5-9e59-173964d1d490,spotify music is nice you can have any music of your choice just little problem you can't download offline and then braking of music when is playing but not common but still is beautiful very very O.K infact is good.,4,choice little problem download offline braking playing common still beautiful infact,Positive,"['choice', 'little', 'problem', 'download', 'offline', 'braking', 'playing', 'common', 'still', 'beautiful', 'infact']",0
36f4b877-3c19-4a89-83e9-de6e5a23f6dd,"I don't know what to say... it's just that good, honestly. It tells you if there are swear words in songs. It has the best music EVER!!! And you can even follow people if you think they make good songs. Wow! Just wow! Very nice. Did I mention the search feature? Well, you can also search any song in the world!!! I LOVE IT!!!!!!!!",5,know say honestly tell swear word follow people think make wow wow mention search feature well also search world,Positive,"['know', 'say', 'honestly', 'tell', 'swear', 'word', 'follow', 'people', 'think', 'make', 'wow', 'wow', 'mention', 'search', 'feature', 'well', 'also', 'search', 'world']",0
2df60326-85f2-48d0-8041-59ce8938a49b,"The app is starting to lag, and my phone is pretty fast. Spotify, please fix this problem.",4,starting lag phone pretty fast please fix problem,Positive,"['starting', 'lag', 'phone', 'pretty', 'fast', 'please', 'fix', 'problem']",0
5187bed0-690e-4142-b118-5d75aa037460,So many artists and songs to choose from. There's also a wide variety of podcasts too.,4,artist choose also wide variety podcasts,Positive,"['artist', 'choose', 'also', 'wide', 'variety', 'podcasts']",0
dbbc9f1e-ded8-4d77-8c81-3671af795af5,"The best music streaming app I've ever come across, best recommendation and also so much more..",5,streaming come across recommendation also,Positive,"['streaming', 'come', 'across', 'recommendation', 'also']",0
0a7dc060-234b-4022-ba6b-47f3964431be,"It's the best app to listen music both online or offline way ....i love using free access bt the problem is that you can't get continue skips per day ,bt it's still okay and loving to use Spotify .",4,online offline free access bt problem continue skip per day bt still okay loving,Positive,"['online', 'offline', 'free', 'access', 'bt', 'problem', 'continue', 'skip', 'per', 'day', 'bt', 'still', 'okay', 'loving']",0
ff58a173-ac64-41c5-b42b-476e2f6a0cfa,"Upon my experience with music apps I found Spotify excellent and amazing. Good algorithm to fetch songs for my taste and unlimited good playlists & good sound quality, excellent search feature, very minimal advertisement for non premium users.",5,upon experience apps found algorithm fetch taste unlimited playlist sound quality search feature minimal advertisement non premium user,Positive,"['upon', 'experience', 'apps', 'found', 'algorithm', 'fetch', 'taste', 'unlimited', 'playlist', 'sound', 'quality', 'search', 'feature', 'minimal', 'advertisement', 'non', 'premium', 'user']",0
8a69abb3-6313-4055-b059-2e6a835e60f3,I have had spotify forever. Tried Amazon music for about a week before I came back. Spotify is my ride or die,5,forever tried amazon week came back ride die,Positive,"['forever', 'tried', 'amazon', 'week', 'came', 'back', 'ride', 'die']",0
f85b284e-a707-4f06-8ed9-bcc1095b5a85,"Have been using this app well but recently, it just stopped allowing me to open playlists, even the downloaded yet I'm a premium user. It's annoying it just keeps scanning until forever. I tried uninstalling and reinstalling, same thing happened. Please fix this it's so annoying.",5,well recently stopped allowing open playlist downloaded yet premium user annoying keep scanning forever tried uninstalling reinstalling happened please fix annoying,Positive,"['well', 'recently', 'stopped', 'allowing', 'open', 'playlist', 'downloaded', 'yet', 'premium', 'user', 'annoying', 'keep', 'scanning', 'forever', 'tried', 'uninstalling', 'reinstalling', 'happened', 'please', 'fix', 'annoying']",0
7d0965f0-56cf-4e37-9701-6f0e81a35569,The sound colity is the best and I can use it for steady when I am using phone for steadying and I can slipp with this on and the most best thing it has all good and BEST SONGS and you should join ponk song too I will wait for it sportier,5,sound colity steady phone steadying slipp join ponk wait sportier,Positive,"['sound', 'colity', 'steady', 'phone', 'steadying', 'slipp', 'join', 'ponk', 'wait', 'sportier']",0
54afd54f-b49a-4699-bbec-fde27bc3af14,I guess they can add some songs to my playlist. Y'all got great taste I'll give y'all that so... kudos.,4,guess add playlist yall got taste ill give yall kudos,Positive,"['guess', 'add', 'playlist', 'yall', 'got', 'taste', 'ill', 'give', 'yall', 'kudos']",0
1a97d0f3-ecb7-407f-8ce4-ca0fc0172b27,Ad only my problem and song play list one by one,4,ad problem list,Positive,"['ad', 'problem', 'list']",0
322d559a-c21f-4bd4-b055-c9a399ba149f,I hate this app and Sweden. Lanat ho Sweden pr  I love my Islam and Quran Pak,5,hate sweden lanat ho sweden pr islam quran pak,Positive,"['hate', 'sweden', 'lanat', 'ho', 'sweden', 'pr', 'islam', 'quran', 'pak']",0
3311fbef-1392-4059-bbae-41fe0af0614b,Spotify is a the world streaming center. Anything you want.,5,world streaming center anything,Positive,"['world', 'streaming', 'center', 'anything']",0
147f053d-0ddf-46f6-a8b7-a2ee7429eff1,"Literally any genre, any era you want is searchable. Recommendations too.",5,literally genre era searchable recommendation,Positive,"['literally', 'genre', 'era', 'searchable', 'recommendation']",0
b4ee786d-f306-402a-986a-6a1b340b1e24,"[Edit 2]: Now i just realized that the freezing problem, Crashing problem to spotify app, Is whenever i tap 20 times on something, It freezes my phone and eventually shuts down, Its a problem though i have to wake up my dad to verify the password of the phone after rebooting, And plus, It also affect my whole device, The Freeze never stop. I needed tor reboot my device again before fixing it, This is just dumb.",4,edit 2 realized freezing problem crashing problem whenever tap 20 time something freeze phone eventually shuts problem though wake dad verify password phone rebooting plus also affect whole device freeze never stop needed tor reboot device fixing dumb,Positive,"['edit', '2', 'realized', 'freezing', 'problem', 'crashing', 'problem', 'whenever', 'tap', '20', 'time', 'something', 'freeze', 'phone', 'eventually', 'shuts', 'problem', 'though', 'wake', 'dad', 'verify', 'password', 'phone', 'rebooting', 'plus', 'also', 'affect', 'whole', 'device', 'freeze', 'never', 'stop', 'needed', 'tor', 'reboot', 'device', 'fixing', 'dumb']",0
57e6e4be-ede3-4ba8-8a0a-55b3be013c2d,Wish Wish Wish,5,wish wish wish,Positive,"['wish', 'wish', 'wish']",0
974d517d-35ee-41ff-be13-e69a34f3a17a,It was easy to use and it is also good quality,4,easy also quality,Positive,"['easy', 'also', 'quality']",0
9b40fc7b-3648-4519-bb77-b829e8632596,"Honestly, music selection is fire, and I love the playlists. However, Ive been facing some issues with the app crashing when Im offline, which is super annoying when Im trying to jam out. The search feature could also be smoother; sometimes I cant find songs I know are there. That said, the podcast options are lit, and the personalized recommendations are usually on point. Overall, I really dig Spotify, but fixing those glitches would definitely make it a 5-star experience! Keep it up!",4,honestly selection fire playlist facing issue crashing offline super annoying trying jam search feature could also smoother sometimes find know said podcast option lit personalized recommendation usually point overall dig fixing glitch would definitely make 5star experience keep,Positive,"['honestly', 'selection', 'fire', 'playlist', 'facing', 'issue', 'crashing', 'offline', 'super', 'annoying', 'trying', 'jam', 'search', 'feature', 'could', 'also', 'smoother', 'sometimes', 'find', 'know', 'said', 'podcast', 'option', 'lit', 'personalized', 'recommendation', 'usually', 'point', 'overall', 'dig', 'fixing', 'glitch', 'would', 'definitely', 'make', '5star', 'experience', 'keep']",0
9e018cbf-8149-4d56-9f12-d808c413559b,I'll give it 5 only I love the music advertisement etc my only problem is when I got offline and it turns online the Spotify still in offline mode that's my only prob please fix it and login issue is my problem too please fix all the issues and problems thank you!,5,ill give advertisement etc problem got offline turn online still offline mode thats prob please fix login issue problem please fix issue problem,Positive,"['ill', 'give', 'advertisement', 'etc', 'problem', 'got', 'offline', 'turn', 'online', 'still', 'offline', 'mode', 'thats', 'prob', 'please', 'fix', 'login', 'issue', 'problem', 'please', 'fix', 'issue', 'problem']",0
7412fb0e-e754-416d-9512-aef9c6a5d2db,"Never really thought I would, now here I listen while doing! Love the books!!! Selections are easy and abundant no problems here, completely satisfied!",5,never thought would book selection easy abundant problem completely satisfied,Positive,"['never', 'thought', 'would', 'book', 'selection', 'easy', 'abundant', 'problem', 'completely', 'satisfied']",0
e3bf68bd-95da-48a2-8a5a-6e5f5371b681,A feature should be added where users can add notes or descriptions to songs because it's not always easy to remember them just by their titles. Reading those descriptions would help identify the songs easily.,5,feature added user add note description easy remember title reading description would help identify easily,Positive,"['feature', 'added', 'user', 'add', 'note', 'description', 'easy', 'remember', 'title', 'reading', 'description', 'would', 'help', 'identify', 'easily']",0
3b51efc0-38e7-428c-bc60-d21a30724996,"Spotify is a digital music , podcast , and vidio service that gives you Access to million of songs Send other content From creators and all over the world",5,digital podcast vidio service give access million send content creator world,Positive,"['digital', 'podcast', 'vidio', 'service', 'give', 'access', 'million', 'send', 'content', 'creator', 'world']",0
f57525a0-50b9-4c43-a859-3caaa5a77f8c,"Being a talent manager and having access to a vast space of music is so beautiful , big ups Spotify",5,talent manager access vast space beautiful big ups,Positive,"['talent', 'manager', 'access', 'vast', 'space', 'beautiful', 'big', 'ups']",0
af7f9bee-7e74-4209-ae2f-7d44f4d2ed69,Very awesome to use! I can listen to all of my favorite songs with high quality,5,favorite high quality,Positive,"['favorite', 'high', 'quality']",0
9a84c5ad-6c61-45f9-b382-004037b187f6,"The greatest catalog of audio in the history of mankind. That being said, the user interface could be cleaned up a bit.",4,greatest catalog audio history mankind said user interface could cleaned bit,Positive,"['greatest', 'catalog', 'audio', 'history', 'mankind', 'said', 'user', 'interface', 'could', 'cleaned', 'bit']",0
6b4a0c4f-821d-4f25-ad1a-914d49573190,"Sometimes when I open this app, I had to re-download those previously downloaded songs again and that is so disappointing!!",4,sometimes open redownload previously downloaded disappointing,Positive,"['sometimes', 'open', 'redownload', 'previously', 'downloaded', 'disappointing']",0
a250978b-85a1-4bfd-ad85-d52ca285fa65,Okay good stuff problem.. WHY DO I NEED TO GET PREMIUM TO JUST STOP SHUFFLING??! OR STARTING AGAIN THIS IS ANNOYING WHEN I AM READING SOME BOOK! just please Do NOT DO THIS PREMIUM ONR,4,okay stuff problem premium stop shuffling starting annoying reading book please premium onr,Positive,"['okay', 'stuff', 'problem', 'premium', 'stop', 'shuffling', 'starting', 'annoying', 'reading', 'book', 'please', 'premium', 'onr']",0
bf84202a-69f6-47e0-bda1-3b345fcee68c,"Fantastic entertainment, high-quality sound with endless songs for all ages and tastes.",5,fantastic entertainment highquality sound endless age taste,Positive,"['fantastic', 'entertainment', 'highquality', 'sound', 'endless', 'age', 'taste']",0
bc1d06f8-2784-4d1c-b214-ff9ea4c6fff3,"Best for music listening , little problem is faced when too much adds start to come...",5,little problem faced add start come,Positive,"['little', 'problem', 'faced', 'add', 'start', 'come']",0
cb31dd48-80ef-4a9f-b4be-a60751558477,"I wish the audiobooks had a feature to be able to annotate or ""highlight"" certain parts",4,wish audiobooks feature able annotate highlight certain part,Positive,"['wish', 'audiobooks', 'feature', 'able', 'annotate', 'highlight', 'certain', 'part']",0
965ec9b8-d871-43d8-ae34-37b2e5b3f61a,nice app but the lyric limit is the problem,5,lyric limit problem,Positive,"['lyric', 'limit', 'problem']",0
a26294db-b7ee-4b14-81d3-adecc96bcdd9,"All in all my favorite music app especially the personalized playlists but I've been having a problem recently and that is that my apotify works flawlessly until I want to open the player, it takes like 5 seconds to open the player and the same thing when I tap on the music player in my notification panel",4,favorite especially personalized playlist problem recently apotify work flawlessly open player take second open player tap player notification panel,Positive,"['favorite', 'especially', 'personalized', 'playlist', 'problem', 'recently', 'apotify', 'work', 'flawlessly', 'open', 'player', 'take', 'second', 'open', 'player', 'tap', 'player', 'notification', 'panel']",0
b8a55dc5-e674-4812-ad8f-fba37d7f9d1e,I love this app for listening to music. I do 100% recommend this If you are a big music person. My one thing is that I think there are to many advertisement,4,100 recommend big person think advertisement,Positive,"['100', 'recommend', 'big', 'person', 'think', 'advertisement']",0
ece3d24e-a458-4c1c-bd6e-7f2a48e5a725,"Lovely according to music, Fantastic according to sport(Barcelona )",5,lovely according fantastic according sportbarcelona,Positive,"['lovely', 'according', 'fantastic', 'according', 'sportbarcelona']",0
72c4cad7-098a-4d31-b9e7-32944e3eb8aa,I wish they'd stop increasing the prices of Duo -but economy and whatnot- offline listening usually works pretty seamlessly,5,wish theyd stop increasing price duo economy whatnot offline usually work pretty seamlessly,Positive,"['wish', 'theyd', 'stop', 'increasing', 'price', 'duo', 'economy', 'whatnot', 'offline', 'usually', 'work', 'pretty', 'seamlessly']",0
4daf2927-a800-4ff2-abb1-5d3c60d84956,This is so fun to hear your favourite song even in less internet. Thank you Spotify But when add comes in the middle of song it's soo irritating ,4,fun hear favourite less internet add come middle soo irritating,Positive,"['fun', 'hear', 'favourite', 'less', 'internet', 'add', 'come', 'middle', 'soo', 'irritating']",0
6a821244-83cd-41e6-8c67-9e51ffa6f76b,Only complaint is that there needs to be an on/off option for Spotify Connect Volume. it's annoying when I have the volume fixed on my PC and when I go to change the volume on my phone it changes it on my PC. IT'S REALLY ANNOYING!,4,complaint onoff option connect volume annoying volume fixed pc go change volume phone change pc annoying,Positive,"['complaint', 'onoff', 'option', 'connect', 'volume', 'annoying', 'volume', 'fixed', 'pc', 'go', 'change', 'volume', 'phone', 'change', 'pc', 'annoying']",0
992de4c5-6a99-4a24-a01a-8ae6cdd11e28,It is great it has all of the music and podcasts with so much variety no matter your taste thay will have it.,5,podcasts variety matter taste thay,Positive,"['podcasts', 'variety', 'matter', 'taste', 'thay']",0
