reviewId,content,score,cleaned_text,Sentiment,cleaned_text_tokenized,Dominant_Topic
1c600f38-e67b-4e56-aa25-20752d9fcf90,A great app for listening to music,5,,Positive,[],1
24bfed94-9564-45e5-9f31-c10903ffb8a2,"The app is really great, but when are we gonna get the AI DJ in Bulgaria?",5,ai dj bulgaria,Positive,"['ai', 'dj', 'bulgaria']",1
17a4f5a0-de9c-4343-b93e-16112a3aa6ba,Well for what it is needed for. Would like more recommended tracks to the genre to the artist in playing. Techno til I die...,4,well needed would recommended track genre artist playing techno til die,Positive,"['well', 'needed', 'would', 'recommended', 'track', 'genre', 'artist', 'playing', 'techno', 'til', 'die']",1
450ac0f4-531e-4765-becd-4fb02362cbdd,Permission unconcerned this,5,permission unconcerned,Positive,"['permission', 'unconcerned']",1
c14a3c15-2f6c-4a62-8331-6333fd207924,Too much advertisement let us listen music in peace dude!!,4,advertisement let u peace dude,Positive,"['advertisement', 'let', 'u', 'peace', 'dude']",1
39de88d7-9661-4f00-be05-ea706bfbbcf5,You know the answer,5,know answer,Positive,"['know', 'answer']",1
e3765bbf-3c51-4344-bccc-8917475ec946,Excellent music choices and long playlists,5,choice long playlist,Positive,"['choice', 'long', 'playlist']",1
dd043034-0b8e-44c6-a21f-464a7f65e218,Undeniably the number 1 music streaming app in the world.,5,undeniably number 1 streaming world,Positive,"['undeniably', 'number', '1', 'streaming', 'world']",1
9ea3fc80-59e4-4e00-a653-7062e48ddc24,Music is how I deal with emotions most of the time and Spotify has been the only app among other apps that really provided everything I needed in terms of music.,5,deal emotion time among apps provided everything needed term,Positive,"['deal', 'emotion', 'time', 'among', 'apps', 'provided', 'everything', 'needed', 'term']",1
d0697180-dca9-444d-b57d-eb039a6a6c1e,Spotify is so awesome ,5,,Positive,[],1
008d5383-76f4-44d8-b016-be72afe46158,Very nice App,5,,Positive,[],1
3badd17d-d682-45be-8b57-fd2041639f29,the best app ever altho i wish they can meke it more look astetic,4,altho wish meke look astetic,Positive,"['altho', 'wish', 'meke', 'look', 'astetic']",1
5988205f-894f-41d8-93b7-38080a93f519,"Fantastic experience. I recommend this music app, you won't regret it.",5,fantastic experience recommend wont regret,Positive,"['fantastic', 'experience', 'recommend', 'wont', 'regret']",1
ddaf2cc0-c86d-4eb1-bd8c-4c368bf992ab,This app is amazing. If you dont have premium it might be a bit unhelpful but if you have premium then spotify is #1 apps to use for music,5,premium might bit unhelpful premium 1 apps,Positive,"['premium', 'might', 'bit', 'unhelpful', 'premium', '1', 'apps']",1
ef8a02d5-ead9-4314-b761-ca227eca3cf0,Very super duper musician and please remove premium,5,super duper musician please remove premium,Positive,"['super', 'duper', 'musician', 'please', 'remove', 'premium']",0
a9165185-05e5-4d71-a2d9-a7f7424987c8,The best music I have ever listened to I found on Spotify,5,listened found,Positive,"['listened', 'found']",1
46802e10-5798-4894-aa3a-de4fa314a803,I am using this app for 3-4 yrs and i love the simplicity of the app which no other app provides as good as it does.,5,34 yr simplicity provides,Positive,"['34', 'yr', 'simplicity', 'provides']",1
db8ccd99-7981-452d-ace8-c3d959f88f02,"Spotify was already fantastic, but the daylist just made it even greater Now I don't have to search for songs that match my style, and they're now just in one playlists everyday",5,already fantastic daylist made greater search match style theyre playlist everyday,Positive,"['already', 'fantastic', 'daylist', 'made', 'greater', 'search', 'match', 'style', 'theyre', 'playlist', 'everyday']",1
51657301-2e16-45d8-96c3-190cb0b223da,Best music ,5,,Positive,[],1
4c37783a-71d5-4c2e-b886-67445280213c,"Hello, it's a very good app, however, there is an error when I'm part of a Jam, anytime I include any song in the queue, my current playing song restarts, but only for me. All the other jam members keep listening without any change. Where can I report that bug?",4,hello error part jam anytime include queue current playing restarts jam member keep without change report bug,Positive,"['hello', 'error', 'part', 'jam', 'anytime', 'include', 'queue', 'current', 'playing', 'restarts', 'jam', 'member', 'keep', 'without', 'change', 'report', 'bug']",1
8ff4f736-a181-4311-bd42-fc5995aa7cda,good apps with the updated song to love,5,apps updated,Positive,"['apps', 'updated']",1
b95dbf59-8fb6-4182-a3db-144faf6f8164,Superb! Very convenient to use,5,superb convenient,Positive,"['superb', 'convenient']",1
4cd71565-3f0f-49ad-8882-ae6320e77b10,"Brilliant!!!! l buy vinyl of stuff i like but can do so much with this app like find new music, gigs of my favourite bands and Podcasts. I use it daily. Keep up the good work.",5,brilliant l buy vinyl stuff find new gig favourite band podcasts daily keep work,Positive,"['brilliant', 'l', 'buy', 'vinyl', 'stuff', 'find', 'new', 'gig', 'favourite', 'band', 'podcasts', 'daily', 'keep', 'work']",1
9669521c-bfcb-436e-97ff-d817e145499f,Exceptional service great playlist. Simply love it.,5,exceptional service playlist simply,Positive,"['exceptional', 'service', 'playlist', 'simply']",1
1e21330b-7073-47c5-adcf-1e529396de83,My drem app,5,drem,Positive,['drem'],1
6247efb3-5a06-4dae-b52a-e59bcabe688d,It's my reliance as far as music is concerned,5,reliance far concerned,Positive,"['reliance', 'far', 'concerned']",1
00695732-7e8f-4100-a377-9b047eff14ae,Wonderful app. Love it!!,5,wonderful,Positive,['wonderful'],1
cd5ffc75-899d-4276-b49d-a03b996c9de2,so for so good,5,,Positive,[],1
1c1e3959-dd4a-49d5-b864-f3e9c8effdc1,Good. First time using Spotify,5,first time,Positive,"['first', 'time']",1
53444baa-d42f-433c-b91d-eef9105a1789,You help us,5,help u,Positive,"['help', 'u']",1
0f7df9a2-bd7a-4a89-b0d6-e7229d312a3b,Music on demand,5,demand,Positive,['demand'],1
941f6460-317a-4338-af87-bc71995494b4,I love Spotify but recently wt... what i want to listen is my choice the premium plan advertisement telling what i choose needs to play next select premium..are you kidding i better uninstall now...my favourite app i use everybody is this one but...still,4,recently wt choice premium plan advertisement telling choose next select premiumare kidding uninstall nowmy favourite everybody butstill,Positive,"['recently', 'wt', 'choice', 'premium', 'plan', 'advertisement', 'telling', 'choose', 'next', 'select', 'premiumare', 'kidding', 'uninstall', 'nowmy', 'favourite', 'everybody', 'butstill']",0
5687d2a7-8146-48cd-b1e7-c6c36eb093a5,Good music app..,5,,Positive,[],1
a1527c8e-d0e8-48fc-9990-c69a29ec4594,Best music app ever... Definitely worth the pay!,5,definitely worth pay,Positive,"['definitely', 'worth', 'pay']",1
fcf04e7e-8ba2-4864-a060-23c0c1c33b40,"Too much advertisement and a lil bit of inconvenience in the app but apart from that, it's an amazing app",4,advertisement lil bit inconvenience apart,Positive,"['advertisement', 'lil', 'bit', 'inconvenience', 'apart']",1
2a4de678-6803-46bd-bfd9-62a0b70ec1c0,I love this app,5,,Positive,[],1
e82911d8-0e4d-4f58-8aa6-d58251064378,Smooth and swift to response.,5,smooth swift response,Positive,"['smooth', 'swift', 'response']",1
55034619-58e0-47c3-aee6-d77e4b54342e,Awesome app,5,,Positive,[],1
fdd330fd-51b5-4a1e-9e16-21357c80d339,I personally love this app I listen to it every day going to school or playing Roblox,5,personally every day going school playing roblox,Positive,"['personally', 'every', 'day', 'going', 'school', 'playing', 'roblox']",1
42b2407a-592a-451e-9623-84cd038460db,We all like Spotify,4,,Positive,[],1
6f1e5a84-3aac-46e5-964e-f5b7a55631bb,"This was the best music app ever ""WAS"". The new app updates just removed the basic features of the music app, almost everything requires premium now. I've been using it for more than 4 years, These new updates didn't make anything easier or better, everything seems to be useless at this point. Listening to music was perfect before, now it's just annoying coz there's literally no way of listening to songs the way we want to, deleting is the only solution if this doesn't change.",5,new update removed basic feature almost everything requires premium 4 year new update didnt make anything easier everything seems useless point perfect annoying coz literally deleting solution doesnt change,Positive,"['new', 'update', 'removed', 'basic', 'feature', 'almost', 'everything', 'requires', 'premium', '4', 'year', 'new', 'update', 'didnt', 'make', 'anything', 'easier', 'everything', 'seems', 'useless', 'point', 'perfect', 'annoying', 'coz', 'literally', 'deleting', 'solution', 'doesnt', 'change']",1
8c58247c-c600-440e-b2e4-4225d3ac3a9f,Good   but their are too much advertisement ,4,advertisement,Positive,['advertisement'],1
1a249feb-5362-4a94-9490-76f1a32a1a8e,I can only listen to one song then more than one advertisement don't install spotify,5,advertisement install,Positive,"['advertisement', 'install']",1
740e9d17-a1de-46ed-9cdd-0d157d0f22cb,"I use Spotify almost everyday, it has my favorite songs and artists, even if your favorite artist has unrealased music you can find a episode of it. You can listen to different podcasts for free and if you have Spotify premium you can also listen to books.",5,almost everyday favorite artist favorite artist unrealased find episode different podcasts free premium also book,Positive,"['almost', 'everyday', 'favorite', 'artist', 'favorite', 'artist', 'unrealased', 'find', 'episode', 'different', 'podcasts', 'free', 'premium', 'also', 'book']",0
70b1229a-c53c-4a26-a2f5-2ddefaa9ca9d,Half heaven of sound on earth.,5,half heaven sound earth,Positive,"['half', 'heaven', 'sound', 'earth']",1
e1d33224-e840-495b-9618-d7556cb5344c,"Naish, app",4,naish,Positive,['naish'],1
afb4de75-236d-4a20-81ab-7c69f9d49583,"Good! I love Spotify, and it's much better than yt music because I can set alarms on it!",4,yt set alarm,Positive,"['yt', 'set', 'alarm']",1
4600a2c9-ff01-4be0-a8c5-9de766a4643f,"I really love Spotify, very helpful app when in any mood, easier to find what I want to listen to , don't like the advertisement interapts my listening.",4,helpful mood easier find advertisement interapts,Positive,"['helpful', 'mood', 'easier', 'find', 'advertisement', 'interapts']",1
9a888e83-0ff3-4d9a-a052-ae27b0c0415a,"Quick and easy way to access playlists, very efficient search function. This is by far my favorite media app :)",5,quick easy access playlist efficient search function far favorite medium,Positive,"['quick', 'easy', 'access', 'playlist', 'efficient', 'search', 'function', 'far', 'favorite', 'medium']",0
591d78d7-4654-494a-b424-374ee1dd1345,I AM IN LOVE HELPPP,5,helppp,Positive,['helppp'],1
f7471cc8-748f-417b-bc69-584512655e00,Super good podcast app.,5,super podcast,Positive,"['super', 'podcast']",1
a8571443-c166-475a-99c2-eac63cfcb25b,it's very good because you can hear music with your phone closed and I would give this five stars,5,hear phone closed would give five star,Positive,"['hear', 'phone', 'closed', 'would', 'give', 'five', 'star']",0
19d92052-2cd8-4abf-abed-65df90f42c69,"I liked it at first, then it started acting like the app I had left because of that reason. It wouldn't show the whole playlist, I had to buy premium to listen to a whole playlist,I only had a certain amount of skips I could use a hour.",4,liked first started acting left reason wouldnt show whole playlist buy premium whole playlisti certain amount skip could hour,Positive,"['liked', 'first', 'started', 'acting', 'left', 'reason', 'wouldnt', 'show', 'whole', 'playlist', 'buy', 'premium', 'whole', 'playlisti', 'certain', 'amount', 'skip', 'could', 'hour']",1
2c15257f-386e-42d7-8bf9-8dde36fe94d8,Spotify is actually several stars music player. I recommend it as a 5 star application for all music lovers!!,5,actually several star player recommend star application lover,Positive,"['actually', 'several', 'star', 'player', 'recommend', 'star', 'application', 'lover']",1
bd98be58-44dd-4491-a47c-1fb89d14afe7,I like this app but theres some issues but other than that its not bad (if you have premium) I feel like you should make some features that are in premium available to non premium users like the ability to play the song you want instead of having to spend an hour listening to songs you don't want to listen to just to find that one song you want to listen to just for you to only be able to listen to it once and also get rid of advertisement on podcast for premium users.,4,issue premium feel make feature premium available non premium user ability instead spend hour find able also rid advertisement podcast premium user,Positive,"['issue', 'premium', 'feel', 'make', 'feature', 'premium', 'available', 'non', 'premium', 'user', 'ability', 'instead', 'spend', 'hour', 'find', 'able', 'also', 'rid', 'advertisement', 'podcast', 'premium', 'user']",1
b09b74c2-35ea-4e46-ab92-1f4e2025ab73,"Lots of music and interesting podcasts, it's a great app to download if you want to listen to some great tunes during a road trip or studying/reviewing (my exam week is this week and I've been listening to podcasts and music while reviewing) 4/5 stars",4,lot interesting podcasts download tune road trip studyingreviewing exam week week podcasts reviewing 45 star,Positive,"['lot', 'interesting', 'podcasts', 'download', 'tune', 'road', 'trip', 'studyingreviewing', 'exam', 'week', 'week', 'podcasts', 'reviewing', '45', 'star']",1
eac000c2-86a0-491f-9aba-f77bdae6cfc6,So nice app ,5,,Positive,[],1
6ffa9177-1e98-45bb-838b-b51b98846f84,"Loved it then, LOVE it more now!!",5,loved,Positive,['loved'],1
775f025f-3a69-4b1c-a345-74c593d0a28e,Great of all music source,5,source,Positive,['source'],1
653d0987-1fcb-4f70-ba13-f8b5a5ae3f6f,Nice song app,5,,Positive,[],1
5f434c30-fe86-4902-a8ca-6bca13aa7843,Can't use it with Alexa without upgrading to premium. I am not a huge music listener to make paying $10 a month worth it. Basically I didn't even use the app,5,alexa without upgrading premium huge listener make paying 10 month worth basically didnt,Positive,"['alexa', 'without', 'upgrading', 'premium', 'huge', 'listener', 'make', 'paying', '10', 'month', 'worth', 'basically', 'didnt']",1
bb6d06b9-1448-418b-9084-dc3a7e59bef6,It's a good app. But the issue is money,4,issue money,Positive,"['issue', 'money']",1
b2fda6d4-ce93-40a4-8aaf-a5db902bb586,Horrible last update. Cannot add songs more than once to a playlist. Though Overall app is great . Offers more than music. Also podcasts and audio books. Supports multiple devices.,4,horrible last update add playlist though overall offer also podcasts audio book support multiple device,Positive,"['horrible', 'last', 'update', 'add', 'playlist', 'though', 'overall', 'offer', 'also', 'podcasts', 'audio', 'book', 'support', 'multiple', 'device']",0
a3bacc95-18ea-4941-92e1-b5c330c0c01b,Good but too expensive,4,expensive,Positive,['expensive'],1
9f448631-9973-48b9-aba3-51918c1b37a8,It's one of the best application for listening the songs I also need help because I can't get my old id from which I login in that ID there are more than 120 songs are present,5,application also help old id login id 120 present,Positive,"['application', 'also', 'help', 'old', 'id', 'login', 'id', '120', 'present']",1
904ca36c-8813-4a88-a49d-2c4b5ae966c3,best app for music and podcast with a vast catalogue.,5,podcast vast catalogue,Positive,"['podcast', 'vast', 'catalogue']",1
785541c2-9efc-4f5e-a790-bf7b0a1d4d97,Everybody knows this is the absolute best app for music.,5,everybody know absolute,Positive,"['everybody', 'know', 'absolute']",1
3c16b570-4a68-42fa-bd8d-a491148f676f,I like this app,5,,Positive,[],1
abcaa7e9-ef03-4296-bcfc-ee3d5b53288d,Very amazing,5,,Positive,[],1
6fa348d9-2c99-4521-b92a-d4eb313b1944,In next update why don't you remove the play button ......,4,next update remove button,Positive,"['next', 'update', 'remove', 'button']",1
852f8080-e77e-4ce0-b28d-60cb191c831f,Im getting advertisement(premium duo) or is it? Im on premium plan (student plan).,5,getting advertisementpremium duo premium plan student plan,Positive,"['getting', 'advertisementpremium', 'duo', 'premium', 'plan', 'student', 'plan']",1
d0978ea1-7719-43e5-925e-4a7bd0e93f6d,Amazing app,5,,Positive,[],1
bc2a5216-e995-415e-b5ca-cdc832b3edbf,It's amazing,5,,Positive,[],1
983898ab-21ee-45d0-bf66-3ed73fb2acb8,I enjoy every minute listening to Spotify ,5,every minute,Positive,"['every', 'minute']",1
889d5c65-0602-46e1-b422-88bd66977c84,"Great , able to listen to my fave songs",5,able fave,Positive,"['able', 'fave']",1
72ba9bb9-0a53-4c70-9b27-e2c8850eeb30,"overall this app is very good. One of my fav music listening app. However, the thing is i just bought a mini premium subscription for 1 week. The payment was successful but the subscription isn't working. Can you help me with that?",4,overall fav bought mini premium subscription 1 week payment successful subscription isnt working help,Positive,"['overall', 'fav', 'bought', 'mini', 'premium', 'subscription', '1', 'week', 'payment', 'successful', 'subscription', 'isnt', 'working', 'help']",1
8412ecfc-d446-4286-ac81-7bbecb932b25,Love Spotify! Wish when you play a 72 hour playlist on random if did not repeat the same 10 songs.,4,wish 72 hour playlist random repeat 10,Positive,"['wish', '72', 'hour', 'playlist', 'random', 'repeat', '10']",1
773d215a-8575-4696-a431-89d6f41f2c5d,So interesting,5,interesting,Positive,['interesting'],1
de6f923e-5507-46bf-af2d-5fd4363e4eb9,Good service,5,service,Positive,['service'],1
9b2de068-6389-4df7-9487-644a5433425b,Love it. I could listen all day,5,could day,Positive,"['could', 'day']",1
74674ae4-cea4-42fa-aff2-3dc1a2fd04f2,Love Spotify! Use this app every day!,5,every day,Positive,"['every', 'day']",1
1fec28b2-b856-4c95-af45-1a77ae438373,Completely entertaining..,5,completely entertaining,Positive,"['completely', 'entertaining']",1
867c330d-cbd4-42ea-b6ed-871f2904b45a,i like the clear sounds and great deals,5,clear sound deal,Positive,"['clear', 'sound', 'deal']",1
b0eb1859-1b8a-4937-ac59-cc2aac078fc0,No issues as of yet !,5,issue yet,Positive,"['issue', 'yet']",1
4afede26-1551-484b-8195-95aac711b97b,Wonderful but sometimes I pay and then I still stay as a free user for sometime that's not nice,5,wonderful sometimes pay still stay free user sometime thats,Positive,"['wonderful', 'sometimes', 'pay', 'still', 'stay', 'free', 'user', 'sometime', 'thats']",1
edb806a1-c0d6-40e0-a853-bb2f6f5f4ae9,I am just happy    bro,5,happy bro,Positive,"['happy', 'bro']",1
8e9e2a94-1566-4ad1-bd9a-ddf558dc917d,"I like spotify over radio. I have over 3k songs in the library. But sometimes it seems it's more like radio. It plays the same songs over and over instead of random all the time. I get it might replay once in a while, but happens more often than not. I'm more of a fan of what I choose for songs. Not a fan of suggested feature. If I go in and disable it it should stay that way, not turn back on randomly. Other than that keep up what your doing.",4,radio 3k library sometimes seems radio instead random time might replay happens often fan choose fan suggested feature go disable stay turn back randomly keep,Positive,"['radio', '3k', 'library', 'sometimes', 'seems', 'radio', 'instead', 'random', 'time', 'might', 'replay', 'happens', 'often', 'fan', 'choose', 'fan', 'suggested', 'feature', 'go', 'disable', 'stay', 'turn', 'back', 'randomly', 'keep']",1
e7188f34-046c-4167-931e-92325c6c5f9e,spotify have all the song's and the app is soo beutifull and the texture is amazing,5,soo beutifull texture,Positive,"['soo', 'beutifull', 'texture']",1
a3b0499e-4e1b-4ad6-aa9b-a11ba29ff78c,"More sound quality BGM , need ot add",5,sound quality bgm ot add,Positive,"['sound', 'quality', 'bgm', 'ot', 'add']",0
b7271629-4c50-4f56-9dfd-592105947627,Very enjoyable only one thing it would be nice to be able to repeat a song. Otherwise love it!!,5,enjoyable would able repeat otherwise,Positive,"['enjoyable', 'would', 'able', 'repeat', 'otherwise']",0
b439bc60-0796-4673-861d-1c040508f21a,I like this app because we can listen music and also read lyrics so we can learn to sing ......... And they don't give adds normaly so we can listen freely.,5,also read lyric learn sing give add normaly freely,Positive,"['also', 'read', 'lyric', 'learn', 'sing', 'give', 'add', 'normaly', 'freely']",0
937cd4b4-db18-4064-bf6a-5b4daaf36bc2,Perfect on my galaxy A9,5,perfect galaxy a9,Positive,"['perfect', 'galaxy', 'a9']",1
6db18b4e-a488-4925-a233-803b91aa0aa0,Into your arm,4,arm,Positive,['arm'],1
91fd2770-f1d8-43f3-8204-c87bc5c92d20,not working my app,5,working,Positive,['working'],1
0eb4dbb1-bd85-4bbd-839f-ada68edbc2e6,i love thisapp becase its just so fun,5,thisapp becase fun,Positive,"['thisapp', 'becase', 'fun']",1
0f694836-9a9b-401c-a86e-f07c67a02dd0,"Great music service and has almost everything I could want to listen to. I wish they'd add a few more ways to manage playlists, but the basics and more are there. They have thought out the mechanics of the app very well! Once in a while a bug surfaces, but they usually fix those really fast. Just keep it up-to-date.",5,service almost everything could wish theyd add manage playlist basic thought mechanic well bug surface usually fix fast keep uptodate,Positive,"['service', 'almost', 'everything', 'could', 'wish', 'theyd', 'add', 'manage', 'playlist', 'basic', 'thought', 'mechanic', 'well', 'bug', 'surface', 'usually', 'fix', 'fast', 'keep', 'uptodate']",0
6f4eed53-75ef-41db-b3df-fa05e3e69dbd,so much adds are there .If add will not there definitely a nice app,4,add add definitely,Positive,"['add', 'add', 'definitely']",1
2ad39342-5fa0-48c2-a0a5-f860b53fb618,I love it,5,,Positive,[],1
95753d01-0d5e-424c-af6a-ad058d712fd4,My favourite app for music,5,favourite,Positive,['favourite'],1
bdbfb83c-0f2d-47ea-bb1b-baecedb92f1b,W app 4/5 cause of advertisement,4,w 45 cause advertisement,Positive,"['w', '45', 'cause', 'advertisement']",1
c7ac5f3a-595b-40bd-8701-3acf61ec4535,Wonderful experience,5,wonderful experience,Positive,"['wonderful', 'experience']",1
72b607d6-9b76-4acb-a904-fd6c5ce6602e,Solid! Noticed some bugs where the audio isnt playing but the music timer is ticking but usually i just got to restart the app to fix it. Im sure it will be fixed.,4,solid noticed bug audio isnt playing timer ticking usually got restart fix sure fixed,Positive,"['solid', 'noticed', 'bug', 'audio', 'isnt', 'playing', 'timer', 'ticking', 'usually', 'got', 'restart', 'fix', 'sure', 'fixed']",1
e054f4bd-16e4-419e-9dc3-a5bed95ac0c1,I love spotify its so amazing but I think that I will give you a 4 rate instead 5 because I can't play songs offline,4,think give 4 rate instead offline,Positive,"['think', 'give', '4', 'rate', 'instead', 'offline']",1
7b2f89a1-54b0-4359-ad74-1bbfb7fe9b5a,It is very good and relax our mind ,5,relax mind,Positive,"['relax', 'mind']",1
b95f2fca-f5b4-490f-9b0a-9d412335ad5f,"I like the premium, but it has too much advertisement without the premium. But other than that the app is great",5,premium advertisement without premium,Positive,"['premium', 'advertisement', 'without', 'premium']",1
79d231e9-d20d-44f0-b69c-c9c6abf4b361,AMAZING APP I'VE EVER KNOWN,5,known,Positive,['known'],1
4b0d21a5-2616-43eb-9ab6-cd7b9c0cbde1,No much experience so far,5,experience far,Positive,"['experience', 'far']",1
d4984b02-ecac-4ee8-a3a5-e9c8ab2956d6,I JUST LOVE THIS APP,5,,Positive,[],1
05be8512-46bf-4531-8a8a-34a4ea534731,The music is top notch any decade anytime free a little advertisement and you're good or pay a very little and add free love my spotify THANK YOU FOR MAKING MY DAY EVERYDAY ,5,top notch decade anytime free little advertisement youre pay little add free making day everyday,Positive,"['top', 'notch', 'decade', 'anytime', 'free', 'little', 'advertisement', 'youre', 'pay', 'little', 'add', 'free', 'making', 'day', 'everyday']",1
6e8b93bd-cd5b-4b98-879f-775dddc93b55,Best experience,5,experience,Positive,['experience'],1
d727ed2c-dc80-42ed-a683-c73544258e88,Best music app in world,5,world,Positive,['world'],1
e1b893ad-ac09-47ff-8f96-f6226c92dd21,"Shuffle needs work, songs repeat throughout. The older songs in my liked playlist rarely play in shuffle mode.",5,shuffle work repeat throughout older liked playlist rarely shuffle mode,Positive,"['shuffle', 'work', 'repeat', 'throughout', 'older', 'liked', 'playlist', 'rarely', 'shuffle', 'mode']",1
45206230-0e77-4efd-bbd4-52cdd34246e3,Good for quiet moments.,5,quiet moment,Positive,"['quiet', 'moment']",1
882743c4-48d5-4601-ac0c-12ccc58d3dd6,Amazing app,5,,Positive,[],1
c42de174-0d63-4323-b70e-dcfb95fc928b,Good app for mp3 songs.,5,mp3,Positive,['mp3'],1
dd2c372b-356c-42a6-9fef-6de99540302e,Absolutely.. marvelous,5,absolutely marvelous,Positive,"['absolutely', 'marvelous']",1
a1c50c3b-ec3e-468d-b890-8656a6c41c78,"Tha plataform is very good!! It,s Amazing",5,tha plataform,Positive,"['tha', 'plataform']",1
113391fe-d98d-4e14-a50d-a7ab3243afd8,I love this ,5,,Positive,[],1
a1cc6d6e-b570-47dc-8c41-3ca461e02780,It is the best app ever .....,5,,Positive,[],1
4f9d2e07-8c4e-46ee-ab6b-1557ecbd10d1,Good experience,5,experience,Positive,['experience'],1
ed797461-9d34-4809-9b52-b977dc61fcfb,High quality sound. Best UI and music algorithms of any app. I've tried most,5,high quality sound ui algorithm tried,Positive,"['high', 'quality', 'sound', 'ui', 'algorithm', 'tried']",0
c8317109-ac5e-4bc5-929e-3d2351e95e1d,"Exceptional experience overall but for the android version of this app the control buttons from the lock screen are kind of small, any chance they could be made a little bigger, easier to work with when on the go",4,exceptional experience overall android version control button lock screen kind small chance could made little bigger easier work go,Positive,"['exceptional', 'experience', 'overall', 'android', 'version', 'control', 'button', 'lock', 'screen', 'kind', 'small', 'chance', 'could', 'made', 'little', 'bigger', 'easier', 'work', 'go']",1
83bd4f5b-d4f6-4121-b608-a228b5c16a05,Manage all songs,5,manage,Positive,['manage'],1
4e0ae878-dc7d-4c68-9695-b30067405fea,Very enjoyable,5,enjoyable,Positive,['enjoyable'],1
275ebb71-55f3-41fe-b3e1-f5d00769a207,Good but need improvement,4,improvement,Positive,['improvement'],1
0fd843c3-333c-454b-9ed3-d5670bba1fd9,Love this app its good,5,,Positive,[],1
a97dd947-5cc1-48ad-9f95-83e63f875b18,Spotify is good to play and with a song,5,,Positive,[],1
d00a74ea-e7c4-4d1f-8646-454b3ac085b8,I love this app it nice but untill it comes to taking a break,5,untill come taking break,Positive,"['untill', 'come', 'taking', 'break']",1
17db9e17-c6a4-4546-b9cb-907bb91d45d1,I Love it it is the best,5,,Positive,[],1
99744e07-9bcc-46df-9eb7-691321e144eb,Quality sounds,5,quality sound,Positive,"['quality', 'sound']",1
f40c2b0a-6632-435b-9a1a-b7af04fd20f7,I can listen to my favorite gospel music,5,favorite gospel,Positive,"['favorite', 'gospel']",1
028090c1-3a48-4d4a-956b-8dee050cfaa2,Very good app you guys must try ot,5,guy must try ot,Positive,"['guy', 'must', 'try', 'ot']",1
