reviewId,content,score,cleaned_text,Sentiment,cleaned_text_tokenized,Dominant_Topic
7236dec9-4e89-4e51-b013-fecebdf69c26,"""enjoy 30 minutes of advertisement-free music"" proceedes to give me 5 advertisement 3 minutes later",2,minute advertisementfree proceedes give advertisement 3 minute later,Negative,"['minute', 'advertisementfree', 'proceedes', 'give', 'advertisement', '3', 'minute', 'later']",0
fbee6968-bdf2-4916-8b4c-a5970f406d7f,Ads advertisement advertisement advertisement advertisement many advertisement,1,ad advertisement advertisement advertisement advertisement advertisement,Negative,"['ad', 'advertisement', 'advertisement', 'advertisement', 'advertisement', 'advertisement']",0
3255c9fa-3c60-45e1-970c-2307b288f523,This app wants only your money to git better if you don't pay Spotify treat you like a dog,1,money git pay treat dog,Negative,"['money', 'git', 'pay', 'treat', 'dog']",0
74b51095-4599-434f-997f-97911271078f,"No i have purchased the mini weekly premium twice but the premium access hasn't been given to me, it's still free acess. The heck Spotify. Give my Rp21.400 back",1,purchased mini weekly premium twice premium access hasnt given still free acess heck give rp21400 back,Negative,"['purchased', 'mini', 'weekly', 'premium', 'twice', 'premium', 'access', 'hasnt', 'given', 'still', 'free', 'acess', 'heck', 'give', 'rp21400', 'back']",0
9a88c2ed-d79a-4677-80fc-449596d07000,100% SCAM STEALS YOUR CARD INFO AND STEALS YOUR MONEY BUT THE APP DOES NOT WORK AND THERE IS NO WAY TO CONTACT THE COMPANY . They charge your card for premium then they REFUSE to give you any of the festure premium advertises. And shows yoyr account still on free. They charge your card 10x but still refuse to let you listen to music. ILLEGAL FRAUD COMPANY STEALING FROM EVERYONE. THESE GREEDY WORMS NEED TO BE SHUT DOWN PERMANENTLY!!!!!!,1,100 scam steal card info steal money work contact company charge card premium refuse give festure premium advertises show yoyr account still free charge card 10x still refuse let illegal fraud company stealing everyone greedy worm shut permanently,Negative,"['100', 'scam', 'steal', 'card', 'info', 'steal', 'money', 'work', 'contact', 'company', 'charge', 'card', 'premium', 'refuse', 'give', 'festure', 'premium', 'advertises', 'show', 'yoyr', 'account', 'still', 'free', 'charge', 'card', '10x', 'still', 'refuse', 'let', 'illegal', 'fraud', 'company', 'stealing', 'everyone', 'greedy', 'worm', 'shut', 'permanently']",0
699c0165-a2d5-40e3-bbd7-7d1dcebd72d8,"Why do I have to listen to advertisement embedded and spliced into my podcasts if I already pay you for a PREMIUM subscription which is supposed to give me an AD-FREE experience? Next thing you know y'all will be coming up with PREMIUM PLUS subscriptions to remove those advertisement too? SMH EDIT: there's no such thing as ""podcast traditional experience"" and even if there was it wouldn't include advertisement! Creator-narrated advertisement are something completely different. Your justification is as bad as your business decisions.",1,advertisement embedded spliced podcasts already pay premium subscription supposed give adfree experience next know yall coming premium plus subscription remove advertisement smh edit podcast traditional experience wouldnt include advertisement creatornarrated advertisement something completely different justification business decision,Negative,"['advertisement', 'embedded', 'spliced', 'podcasts', 'already', 'pay', 'premium', 'subscription', 'supposed', 'give', 'adfree', 'experience', 'next', 'know', 'yall', 'coming', 'premium', 'plus', 'subscription', 'remove', 'advertisement', 'smh', 'edit', 'podcast', 'traditional', 'experience', 'wouldnt', 'include', 'advertisement', 'creatornarrated', 'advertisement', 'something', 'completely', 'different', 'justification', 'business', 'decision']",0
c771757a-2338-4b47-bdef-275ae22d1d32,"Wth, why do shuffle always on and if you wanna turn it off you gotta get premium like wth, im still a teen who barely have money, pls remove that and let it be the same as last time, im begging.",1,wth shuffle turn got ta premium wth still teen barely money pls remove let last time begging,Negative,"['wth', 'shuffle', 'turn', 'got', 'ta', 'premium', 'wth', 'still', 'teen', 'barely', 'money', 'pls', 'remove', 'let', 'last', 'time', 'begging']",0
6414c1c3-5272-4cc5-8afd-e123fdfd2dc0,No way to play previous track. I can't even find the currently playing queue. I guess they are only available for premium subscription,3,previous track find currently playing queue guess available premium subscription,Negative,"['previous', 'track', 'find', 'currently', 'playing', 'queue', 'guess', 'available', 'premium', 'subscription']",0
7a9a41ea-c0f7-4b64-8ca5-58d701c572ae,it was good before now I can't pick a song I want to listen and I only get 2 skips,2,pick 2 skip,Negative,"['pick', '2', 'skip']",0
a9375dde-a509-47c4-a5f7-8f76d7cadf75,I bought premium and my balance has decreased.. but my account is still not premium!,1,bought premium balance decreased account still premium,Negative,"['bought', 'premium', 'balance', 'decreased', 'account', 'still', 'premium']",0
892078b4-7809-440f-bfa9-0687c5767e3a,Very worst. still advertisement is coming. I installed this app after 2 years. Still worst app in the world.,1,still advertisement coming installed 2 year still world,Negative,"['still', 'advertisement', 'coming', 'installed', '2', 'year', 'still', 'world']",0
8b8c3d95-6f59-4706-b050-b36ef1a282b8,Too much interruption,1,interruption,Negative,['interruption'],0
16350c5b-270f-4728-8114-f6c5dc3dc769,PlZz plzzzzz remove your advertisement any content.....becoz we don't like when we are sad and listening song there is coming advertisement so again mood offf so plzz banned your advertisement,1,plzz plzzzzz remove advertisement contentbecoz sad coming advertisement mood offf plzz banned advertisement,Negative,"['plzz', 'plzzzzz', 'remove', 'advertisement', 'contentbecoz', 'sad', 'coming', 'advertisement', 'mood', 'offf', 'plzz', 'banned', 'advertisement']",0
0777bde2-bfda-4234-b7eb-995b23d05b56,"As soon as I picked the song I wanted to listen to, I got an add that said I have 30 minutes of uninterrupted time to listen to music, after one song I got 3 advertisement in a row",1,soon picked wanted got add said minute uninterrupted time got 3 advertisement row,Negative,"['soon', 'picked', 'wanted', 'got', 'add', 'said', 'minute', 'uninterrupted', 'time', 'got', '3', 'advertisement', 'row']",0
2d4e643b-5de5-42d4-90e7-494f71d2947b,"What a terrible app! Always asking for premium and doesn't allow me to play my favourite songs at all ,also too many advertisement popping up whenever I play songs",1,terrible asking premium doesnt allow favourite also advertisement popping whenever,Negative,"['terrible', 'asking', 'premium', 'doesnt', 'allow', 'favourite', 'also', 'advertisement', 'popping', 'whenever']",0
4437986b-1aa5-4a44-820f-ea8a9b261e7e,"I had premium for 6 months and then spotify was the best music app I could ever find, but when it turned to free it is terrible, you cant to anything exept if you have premium.",1,premium 6 month could find turned free terrible anything exept premium,Negative,"['premium', '6', 'month', 'could', 'find', 'turned', 'free', 'terrible', 'anything', 'exept', 'premium']",0
6b906a91-4c92-401b-a83f-f2533a131768,Free pack sucks,1,free pack suck,Negative,"['free', 'pack', 'suck']",0
8eea1b11-04f1-4a10-98c7-f02f1a7e7a86,"This used to be such an amazing platform, we were able to listen music however we wanted, but now just to turn off shuffle or to skip a part we need premium. Seriously?? I have deleted it now, hope that premium user get the better experience, atleast.",1,used platform able wanted turn shuffle skip part premium seriously deleted hope premium user experience atleast,Negative,"['used', 'platform', 'able', 'wanted', 'turn', 'shuffle', 'skip', 'part', 'premium', 'seriously', 'deleted', 'hope', 'premium', 'user', 'experience', 'atleast']",0
ffc54060-f582-4297-9cde-67b450b1c5a2,Too many advertisement,1,advertisement,Negative,['advertisement'],0
7b4a2ca6-63b2-4791-8c7e-e62fba8583af,Not skip/forward option available during the song play. Its very annoying and disgusting. This feature is available for premium version only making their purpose solely of money.,1,skipforward option available annoying disgusting feature available premium version making purpose solely money,Negative,"['skipforward', 'option', 'available', 'annoying', 'disgusting', 'feature', 'available', 'premium', 'version', 'making', 'purpose', 'solely', 'money']",0
4610029a-374a-4c0a-9eb1-a7d14118c30d,"very bad, because don't play music without premium",1,without premium,Negative,"['without', 'premium']",0
c6250c91-b9d3-4c94-a4c9-65bc6b6537ff,I love this app before we have free options but now first we need premium then we can do anything now I hate this app so much I request you to please remove the premium atleast we can listen our favourite parts of the songs we love the most please try to understand our problem,1,free option first premium anything hate request please remove premium atleast favourite part please try understand problem,Negative,"['free', 'option', 'first', 'premium', 'anything', 'hate', 'request', 'please', 'remove', 'premium', 'atleast', 'favourite', 'part', 'please', 'try', 'understand', 'problem']",0
6adbb0aa-6c6f-40f6-898d-2857d94d75c4,"Absolutely trash, can't even rewind or fastforward songs now, 30 second advertisement after every single song Not worth the subscription or even getting the app",1,absolutely trash rewind fastforward second advertisement every single worth subscription getting,Negative,"['absolutely', 'trash', 'rewind', 'fastforward', 'second', 'advertisement', 'every', 'single', 'worth', 'subscription', 'getting']",0
7bf27086-5d70-4250-8a7f-b6ed1d0f0f88,"I only listen to 4 tracks , then I gotta pay premium to listen again, ?? B.s",3,4 track got ta pay premium b,Negative,"['4', 'track', 'got', 'ta', 'pay', 'premium', 'b']",0
7f62dd84-4e3f-4790-8f0a-5db850d90d3d,Ads have become more frequent all of a sudden. They tell 30 mins of uninterrupted music.... After 1 song there's an advertisement. It's like after each song there's an advertisement.,2,ad become frequent sudden tell min uninterrupted 1 advertisement advertisement,Negative,"['ad', 'become', 'frequent', 'sudden', 'tell', 'min', 'uninterrupted', '1', 'advertisement', 'advertisement']",0
8831c406-6d36-480b-8970-6690e45a111a,You can't listen to music for 30 MINUTES LIKE IT SAYS YOU CAN. STUPID ADDS EVERY SONG.,1,minute say stupid add every,Negative,"['minute', 'say', 'stupid', 'add', 'every']",0
9ecfc72c-769a-4d9e-9eb9-9c785b890135,"It's very very good, But debit card payment should be made available to people who dont use Upi! For weekly premium that is. Edit: If I add songs to my Playlist,and later on spotify doesn't have right or access they delete songs and I don't know or remember them! It should display and grey out song instead of deleting from Playlist!",3,debit card payment made available people upi weekly premium edit add playlistand later doesnt right access delete know remember display grey instead deleting playlist,Negative,"['debit', 'card', 'payment', 'made', 'available', 'people', 'upi', 'weekly', 'premium', 'edit', 'add', 'playlistand', 'later', 'doesnt', 'right', 'access', 'delete', 'know', 'remember', 'display', 'grey', 'instead', 'deleting', 'playlist']",0
109ec0f6-1b25-4cfb-8f92-d9d52ef666d5,"App is unusable unless you pay for premium. Not everyone can afford to pay 11$ every month, at least they should lower the price instead of being so greedy. Even better, they should make the app more usable without premium.",1,unusable unless pay premium everyone afford pay 11 every month least lower price instead greedy make usable without premium,Negative,"['unusable', 'unless', 'pay', 'premium', 'everyone', 'afford', 'pay', '11', 'every', 'month', 'least', 'lower', 'price', 'instead', 'greedy', 'make', 'usable', 'without', 'premium']",0
ed695466-741f-4fd6-888c-6a98d42b78a0,"Still no down vote in playlist, Gating next song behind subscription, ridiculous",1,still vote playlist gating next behind subscription ridiculous,Negative,"['still', 'vote', 'playlist', 'gating', 'next', 'behind', 'subscription', 'ridiculous']",0
7b7a297a-fcaa-4155-b8de-8de39aec4f72,More data consuming and advertisement worst app I have never seen,1,data consuming advertisement never seen,Negative,"['data', 'consuming', 'advertisement', 'never', 'seen']",0
ddfbf2e4-7a19-4ae8-8ca0-66e7bc29fe88,Overall the app is good but if you don't have the premium version you gonna hate this app,2,overall premium version hate,Negative,"['overall', 'premium', 'version', 'hate']",0
10c0c5e5-1dcf-43be-9c5e-8866d7183213,very bad experience har chij me charge pe krne bolte h,1,experience har chij charge pe krne bolte h,Negative,"['experience', 'har', 'chij', 'charge', 'pe', 'krne', 'bolte', 'h']",0
880770a9-6723-4904-b615-02e894f9ee30,Too much of advertisement,1,advertisement,Negative,['advertisement'],0
e7c34b15-7c84-4f09-834a-083b43aa0090,Not letting me to redeem the premium code,1,letting redeem premium code,Negative,"['letting', 'redeem', 'premium', 'code']",0
36913514-7146-40a5-9097-034c470ca5c5,Full of advertisement,1,full advertisement,Negative,"['full', 'advertisement']",0
cdb5ec05-0a00-4085-8eb4-aa2659b383a1,"I love Spotify, but I installed it. Asking premium what to play next. Spotify, if you really need premium. Then make your app premium. I can't play any song I like anymore?! This is crazy, you should be for real Spotify. Your making us disaster, we're not listening for free any more?! This is insane. Next time make your app premium, if you really need money, Hope you understand that.",2,installed asking premium next premium make premium anymore crazy real making u disaster free insane next time make premium money hope understand,Negative,"['installed', 'asking', 'premium', 'next', 'premium', 'make', 'premium', 'anymore', 'crazy', 'real', 'making', 'u', 'disaster', 'free', 'insane', 'next', 'time', 'make', 'premium', 'money', 'hope', 'understand']",0
4787cde8-2230-4f4a-8040-5cd5211df6f9,greedy and not working. 2 songs per 5 advertisement and only 7 skips. it worked fine until i paid for the subscripsion and now nothing loads... how nice for spotify to rip me off greedy people they are the worst they are stealing from me i cant use the app and my paid time is wasted.,2,greedy working 2 per advertisement 7 skip worked fine paid subscripsion nothing load rip greedy people stealing paid time wasted,Negative,"['greedy', 'working', '2', 'per', 'advertisement', '7', 'skip', 'worked', 'fine', 'paid', 'subscripsion', 'nothing', 'load', 'rip', 'greedy', 'people', 'stealing', 'paid', 'time', 'wasted']",0
6e7ccbf6-9355-42a0-a9bd-107bb9bbfa36,Spotify is giving me a serious problem right now,1,giving serious problem right,Negative,"['giving', 'serious', 'problem', 'right']",0
f87c44a8-0c27-4c77-904d-836dd203f409,Why is everything cost money now,1,everything cost money,Negative,"['everything', 'cost', 'money']",0
1ddc820c-6c2c-4f2b-aab5-1186c3b8a72e,Worst experience while using this app always asking for premium even you vmcand scroll back ur song,1,experience asking premium vmcand scroll back ur,Negative,"['experience', 'asking', 'premium', 'vmcand', 'scroll', 'back', 'ur']",0
bbf238bb-d9e0-4627-ae48-a398aeb4f533,It was the best app before they updated. You have to get premium if you have to play songs in order and you can't even skip the song or play it in loop,1,updated premium order skip loop,Negative,"['updated', 'premium', 'order', 'skip', 'loop']",0
332ac48b-5327-467f-beb0-0bdddcfd3341,We have a premium subscription and I'm still getting tons of advertisement. The advertisement are getting more intrusive and annoying. The volume of the advertisement are mismatched to the podcasts which is jarring. The main account plan Manager has access to audiobooks but I don't. Lame.,1,premium subscription still getting ton advertisement advertisement getting intrusive annoying volume advertisement mismatched podcasts jarring main account plan manager access audiobooks lame,Negative,"['premium', 'subscription', 'still', 'getting', 'ton', 'advertisement', 'advertisement', 'getting', 'intrusive', 'annoying', 'volume', 'advertisement', 'mismatched', 'podcasts', 'jarring', 'main', 'account', 'plan', 'manager', 'access', 'audiobooks', 'lame']",0
8db050c6-ef80-418f-8c43-95aad1d45213,"Shite app, money grabbing",1,shite money grabbing,Negative,"['shite', 'money', 'grabbing']",0
18fff0db-4caa-47d4-a51f-14b609324f46,"Truly awful, buggy p.o.s. Spotify is a terrible company.",1,truly awful buggy po terrible company,Negative,"['truly', 'awful', 'buggy', 'po', 'terrible', 'company']",0
b61ddeec-b0d0-4891-821f-838f2779e442,Too much advertisement,3,advertisement,Negative,['advertisement'],0
d04443db-772e-4622-8a6f-d0f200a3245e,Worst app only needs us to but premium for every single thing.,1,u premium every single,Negative,"['u', 'premium', 'every', 'single']",0
c691fd5c-4530-437b-86b5-6c9a97c9709b,Everything is costly,1,everything costly,Negative,"['everything', 'costly']",0
94affa9d-cb18-4f07-a0b0-64f5b18fc497,Ads occur too often there is no 30minutes gap they immediately play another advertisement,2,ad occur often 30minutes gap immediately another advertisement,Negative,"['ad', 'occur', 'often', '30minutes', 'gap', 'immediately', 'another', 'advertisement']",0
5253174c-76e1-4c55-82c4-2d17e8559108,Enjoy 30 minutes of no advertisement it says.... proceeds to play an advertisement after every song ,1,minute advertisement say proceeds advertisement every,Negative,"['minute', 'advertisement', 'say', 'proceeds', 'advertisement', 'every']",0
c306b4af-9f9e-4233-bb99-85c14eadf05f,"What the hell, what is proxy service, profile bna ke kya Krna hai, gaana suna na  log in kr liya itna km h kya. Why need all details if I'm not comfortable to share ,",1,hell proxy service profile bna ke kya krna gaana suna log kr liya itna km h kya detail comfortable share,Negative,"['hell', 'proxy', 'service', 'profile', 'bna', 'ke', 'kya', 'krna', 'gaana', 'suna', 'log', 'kr', 'liya', 'itna', 'km', 'h', 'kya', 'detail', 'comfortable', 'share']",0
08f5a827-72bc-4f3e-977c-51298acabfe9,Can't play same song more than once a day. Can't skip to specific part of song and need to get premium just for these basic features.,1,day skip specific part premium basic feature,Negative,"['day', 'skip', 'specific', 'part', 'premium', 'basic', 'feature']",0
0025f5fd-5b50-45e9-b19d-3033dd315f6e,So many advertisement very bad..... Worst app ever,1,advertisement,Negative,['advertisement'],0
0e6d290a-8d35-4d8a-83b4-200bc81b8125,It's nice if you want to listen to music BUT. There are like six or seven advertisement per song it is annoying.,2,six seven advertisement per annoying,Negative,"['six', 'seven', 'advertisement', 'per', 'annoying']",0
8f6810b0-0db3-407b-9d61-6542ea7d3952,"A greedy music app, if I'm being honest it started with taking the lyrics and putting it on a paywall, and underpaying your artists is bad, yet you make more than enough to pay them all equally, I would consider boycotting Spotify.",1,greedy honest started taking lyric putting paywall underpaying artist yet make enough pay equally would consider boycotting,Negative,"['greedy', 'honest', 'started', 'taking', 'lyric', 'putting', 'paywall', 'underpaying', 'artist', 'yet', 'make', 'enough', 'pay', 'equally', 'would', 'consider', 'boycotting']",0
5c975734-daa3-44b9-953d-7cebaa6c7372,Such a wasted apps  theyre not taking back my lost account even tho i paid fair this wasting money if you lost account they wont refunded you or they will never give back your lost email acc  such a trash,1,wasted apps theyre taking back lost account paid fair wasting money lost account wont refunded never give back lost email acc trash,Negative,"['wasted', 'apps', 'theyre', 'taking', 'back', 'lost', 'account', 'paid', 'fair', 'wasting', 'money', 'lost', 'account', 'wont', 'refunded', 'never', 'give', 'back', 'lost', 'email', 'acc', 'trash']",0
a2970d8c-8abf-4985-bc86-f740b9998082,To money greedy to be a good app,1,money greedy,Negative,"['money', 'greedy']",0
178f8e6e-6a58-478e-b4a7-ee2212b7eb0b,Way too expensive for what little I get. The advertisement version is useless to me. I've been with them for 11 years now and they just keep increasing the price. I refuse to pay $23 a month for the family plan and I don't want a single plan either so I'm done. I'm going back to buying my music instead of just renting music on Spotify. This sucks cuz for the past 11 years I could have just been buying music but now I have nothing after 11 years of being a loyal customer and just being priced out.,1,expensive little advertisement version useless 11 year keep increasing price refuse pay 23 month family plan single plan either done going back buying instead renting suck cuz past 11 year could buying nothing 11 year loyal customer priced,Negative,"['expensive', 'little', 'advertisement', 'version', 'useless', '11', 'year', 'keep', 'increasing', 'price', 'refuse', 'pay', '23', 'month', 'family', 'plan', 'single', 'plan', 'either', 'done', 'going', 'back', 'buying', 'instead', 'renting', 'suck', 'cuz', 'past', '11', 'year', 'could', 'buying', 'nothing', '11', 'year', 'loyal', 'customer', 'priced']",0
690d1dad-d168-4f0b-86e6-3792e66ab9ad,If Thiers 1 reason I hate Spotify is that you need to have Spotify premium to do anything now they added a monthly limit to how much you can look at lyrics in a song,1,thiers 1 reason hate premium anything added monthly limit look lyric,Negative,"['thiers', '1', 'reason', 'hate', 'premium', 'anything', 'added', 'monthly', 'limit', 'look', 'lyric']",0
fe145ad1-558b-4d85-b55f-f30e421521f4,Just make it so you buy Spotify at this point,1,make buy point,Negative,"['make', 'buy', 'point']",0
